trajectory_id,instance_id,repo,total_tokens,assistant_turns,total_tool_calls,exit_status,ends_with_submit,is_error_or_timeout,resolved,has_patch,patch_length,avg_observation_length,num_observations,unique_action_ratio,test_alignment_score,redundant_cmds_ratio,error_retry_count,total_action_pairs,obs_noise_char_ratio,obs_utilization_ratio,truncation_ratio,outcome_success,step_efficiency,observation_noise,action_diversity,composite_Q
chatcmpl-241f2272f0dcd75a89fa4858d9659bd4,hgrecco__pint-1347,hgrecco/pint,37657,84,84,submit,True,False,1,True,665,1540.0,84,0.9642857142857143,1.0,0.011904761904761904,11,83,0.00977891156462585,0.3116279069767442,1.0,1.0,0.47619047619047616,0.846,0.609206221554049,0.8330587173935002
chatcmpl-e2931cae707ff5cfa12552e8fb599ac5,darosior__python-bip32-10,darosior/python-bip32,37107,40,40,submit,True,False,1,True,952,2807.675,40,0.9,1.0,0.05,1,39,0.010533626577150132,0.6,1.0,1.0,1.0,0.7192324999999999,0.6278979984006927,0.9206746748400693
chatcmpl-b09624b7ea2fb017159e6a410ad6a005,Materials-Consortia__optimade-python-tools-582,Materials-Consortia/optimade-python-tools,47374,54,54,submit,True,False,1,True,1446,3403.5185185185187,54,0.8703703703703703,1.0,0.09259259259259259,6,53,0.01604548669677349,0.3055555555555556,1.0,1.0,0.7407407407407407,0.6596481481481482,0.6492227991657693,0.8620176502869473
chatcmpl-25b8737b1f79a9cca073131de893e212,google__latexify_py-47,google/latexify_py,33731,58,58,submit,True,False,1,True,1228,2211.155172413793,58,0.8448275862068966,1.0,0.05172413793103448,4,57,0.028234578586633606,0.42857142857142855,1.0,1.0,0.6896551724137931,0.7788844827586208,0.672673763898,0.8720310832863518
chatcmpl-c8ac9130e98447c0454d809ab12f6997,discos__srt-single-dish-tools-208,discos/srt-single-dish-tools,76403,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,1,True,50330,2664.03,100,0.97,1.0,0.02,24,99,0.049552745276892525,0.23659305993690852,1.0,0.0,0.3,0.733597,0.7578031622544017,0.5458198662254401
chatcmpl-515ff79c4e089987b06d5259cdfeafc9,python-pillow__Pillow-8230,python-pillow/Pillow,51663,75,75,submit,True,False,1,True,32063,1803.0933333333332,75,0.88,1.0,0.08,8,74,0.011772361571225746,0.1280193236714976,1.0,1.0,0.5333333333333333,0.8196906666666667,0.6022698183302472,0.8398472484996915
chatcmpl-5b721384611b4382d0023537f0b55e5b,yukinarit__pyserde-565,yukinarit/pyserde,46681,74,74,submit,True,False,0,True,9661,3180.7027027027025,74,0.8513513513513513,1.0,0.10810810810810811,15,73,0.023711401526094862,0.3018181818181818,1.0,0.5,0.5405405405405406,0.6819297297297298,0.6190087676138992,0.6972984443289575
chatcmpl-ae7fc2080bff8aa7a8ace9f33f11a551,XKNX__xknx-1227,XKNX/xknx,46473,59,59,submit,True,False,0,True,1361,2871.5593220338983,59,0.8983050847457628,1.0,0.06779661016949153,11,58,0.005660421905065458,0.32642487046632124,1.0,0.5,0.6779661016949152,0.7128440677966101,0.6429157989586679,0.7318114104043414
chatcmpl-9f4d338341776313895ddd1e378af044,pappasam__toml-sort-36,pappasam/toml-sort,38288,61,61,submit,True,False,1,True,2957,2612.622950819672,61,0.8852459016393442,1.0,0.04918032786885246,9,60,0.053567170734768146,0.4028776978417266,1.0,1.0,0.6557377049180328,0.7387377049180328,0.6328980894109753,0.855248005662409
chatcmpl-e04fab792dfa45361eab9ad479c03558,wemake-services__wemake-python-styleguide-1916,wemake-services/wemake-python-styleguide,70127,68,68,submit,True,False,0,True,1298,3534.779411764706,68,0.8823529411764706,1.0,0.014705882352941176,7,67,0.014403095292575874,0.07436918990703852,1.0,0.5,0.5882352941176471,0.6465220588235294,0.6285475534278978,0.7024801229898485
chatcmpl-048799d5ea342c20d794c114a6eff17a,tornadoweb__tornado-2545,tornadoweb/tornado,41604,83,83,submit,True,False,0,True,20684,1053.879518072289,83,0.927710843373494,1.0,0.024096385542168676,25,82,0.04048152551673678,0.3333333333333333,1.0,0.5,0.6024096385542168,0.8946120481927711,0.6745356694367286,0.7471273018834319
chatcmpl-4a3cdd98c79373c1e65200037e29feab,OSOceanAcoustics__echopype-428,OSOceanAcoustics/echopype,41112,53,53,submit,True,False,0,True,1185,2016.3396226415093,53,0.9433962264150944,1.0,0.03773584905660377,8,52,0.08389946287874535,0.32116788321167883,1.0,0.5,0.7547169811320754,0.798366037735849,0.6275578685461126,0.7584540887414037
chatcmpl-b624f79d028e7d24f691d7e5d053cb7e,StellarCN__py-stellar-base-817,StellarCN/py-stellar-base,75199,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,28570,2460.79,100,0.93,1.0,0.02,10,99,0.04380300635161879,0.06308724832214765,1.0,0.0,0.3,0.7539210000000001,0.733186704856845,0.5464068204856845
chatcmpl-76eb297076d615cdeeb3f0ccab18b63c,lark-parser__lark-1481,lark-parser/lark,24908,40,40,submit,True,False,1,True,6842,1703.975,40,0.95,1.0,0.025,5,39,0.016358808081104476,0.21052631578947367,1.0,1.0,1.0,0.8296025,0.6591538430294068,0.9403557593029407
chatcmpl-732623883736f7cb3f6f69e4c1810f28,qBraid__pyqasm-155,qBraid/pyqasm,65207,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,15987,1828.14,100,0.92,1.0,0.04,31,99,0.04079556270307526,0.36607142857142855,1.0,0.0,0.3,0.817186,0.7058772911321771,0.5531656291132178
chatcmpl-116278f5bb3e3f82a5d91da190f1e82b,thu-ml__tianshou-67,thu-ml/tianshou,43619,60,60,submit,True,False,1,True,2046,2339.4666666666667,60,0.8833333333333333,1.0,0.03333333333333333,5,59,0.03445229681978799,0.4214876033057851,1.0,1.0,0.8333333333333333,0.7660533333333334,0.6734348687269198,0.8989181535393587
chatcmpl-a78c2f6b2db407d177250e0c368a81f4,LonamiWebs__Telethon-3885,LonamiWebs/Telethon,37994,46,46,submit,True,False,1,True,675,2909.608695652174,46,0.9347826086956522,1.0,0.06521739130434782,3,45,0.02319152433466326,0.27611940298507465,1.0,1.0,1.0,0.7090391304347826,0.6854004534863251,0.9248959149138498
chatcmpl-8683fb4ced10ebf81f0c3af9013bb7a7,python-pillow__Pillow-8230,python-pillow/Pillow,68740,65,65,submit,True,False,1,True,16939,4088.153846153846,65,0.8923076923076924,1.0,0.06153846153846154,8,64,0.02059233056109585,0.13202933985330073,1.0,1.0,0.6153846153846154,0.5911846153846154,0.6153350947591196,0.8232881248605274
chatcmpl-5a6beed3072946626f564f79ab3de03a,chimpler__pyhocon-133,chimpler/pyhocon,34310,42,42,submit,True,False,0,True,1553,3281.309523809524,42,0.9285714285714286,1.0,0.047619047619047616,7,41,0.024656242063636032,0.416,1.0,0.5,0.9523809523809523,0.6718690476190476,0.682477941708721,0.7845043417899198
chatcmpl-d1f8d3715fc0d8f41bf79bbbd7e09f2b,wemake-services__wemake-python-styleguide-1869,wemake-services/wemake-python-styleguide,58295,49,49,submit,True,False,0,True,795,4524.65306122449,49,0.9591836734693877,1.0,0.02040816326530612,8,48,0.07698414130297508,0.06336633663366337,1.0,0.5,0.8163265306122448,0.547534693877551,0.6921523287486364,0.7396107430789453
chatcmpl-35668b5d08a722c05e140328e2790e61,tobymao__sqlglot-4004,tobymao/sqlglot,35373,69,69,submit,True,False,1,True,14213,1751.9420289855072,69,0.9855072463768116,1.0,0.0,6,68,0.01701631315972337,0.2956521739130435,1.0,1.0,0.5797101449275363,0.8248057971014493,0.6306852739773986,0.8527314259484646
chatcmpl-35cbedebee6724f3b5d20360012d7249,PagerDuty__pdpyras-54,PagerDuty/pdpyras,39190,52,52,submit,True,False,1,True,11904,2867.269230769231,52,0.9423076923076923,1.0,0.038461538461538464,12,51,0.05154998725670364,0.45918367346938777,1.0,1.0,0.7692307692307693,0.7132730769230768,0.6673327879515014,0.8775703941797656
chatcmpl-8ff9a9111249d2a1f8a127b203fe8031,missionpinball__mpf-1236,missionpinball/mpf,75700,35,35,submit,True,False,1,True,1796,6168.057142857143,35,0.9142857142857143,1.0,0.02857142857142857,2,34,0.020001667577658165,0.09523809523809523,1.0,1.0,1.0,0.3831942857142857,0.745237987954037,0.8820029416525466
chatcmpl-86c7399d7543071155317ea7b4758129,sqlfluff__sqlfluff-524,sqlfluff/sqlfluff,36867,59,59,submit,True,False,1,True,11823,1918.9661016949153,59,0.8813559322033898,1.0,0.0,5,58,0.022354905095434512,0.25,1.0,1.0,0.6779661016949152,0.8081033898305084,0.6470981772827465,0.871518546541834
chatcmpl-22f360685cb0df6721db4abf1ce6b94c,BurnzZ__scrapy-loader-upkeep-3,BurnzZ/scrapy-loader-upkeep,43648,52,52,submit,True,False,0,True,4863,3081.5384615384614,52,0.8846153846153846,1.0,0.019230769230769232,1,51,0.08338117823265102,0.4180327868852459,1.0,0.5,0.7692307692307693,0.6918461538461538,0.6125906914971475,0.7438821460727917
chatcmpl-6a75aed337cc9524b6f342beb60eed70,beeware__briefcase-1348,beeware/briefcase,39025,64,64,submit,True,False,1,True,21769,1749.203125,64,0.953125,1.0,0.046875,9,63,0.043618076088218743,0.49411764705882355,1.0,1.0,0.625,0.8250796874999999,0.6188369176126649,0.8606456448862666
chatcmpl-3bbdcb92a013af625b06103642d7530a,iterative__dvc-1273,iterative/dvc,35971,40,40,submit,True,False,0,True,13070,2859.65,40,0.85,1.0,0.05,7,39,0.062428968580070986,0.18699186991869918,1.0,0.5,1.0,0.714035,0.7250617030175974,0.8046114203017598
chatcmpl-ed9ed7ea5fd1c43a89c691778a58e42b,sendgrid__sendgrid-python-233,sendgrid/sendgrid-python,24623,53,53,submit,True,False,1,True,1550,1231.2641509433963,53,0.9056603773584906,1.0,0.03773584905660377,5,52,0.017408094150819068,0.4044943820224719,1.0,1.0,0.7547169811320754,0.8768735849056604,0.6348026010795123,0.8959546940702154
chatcmpl-497081e3eceda6e8a631c33ad21583b9,pimutils__khal-1053,pimutils/khal,57914,80,80,submit,True,False,0,True,421,1789.95,80,0.9625,1.0,0.025,13,79,0.0733749546076706,0.38461538461538464,1.0,0.5,0.5,0.821005,0.658451363765129,0.7139958863765129
chatcmpl-a8d817c4951776cdd7ddd4d818411320,PennyLaneAI__pennylane-5926,PennyLaneAI/pennylane,67272,98,98,submit,True,False,0,True,42193,1644.3367346938776,98,0.8877551020408163,1.0,0.030612244897959183,15,97,0.015346427130844892,0.5702479338842975,1.0,0.5,0.4081632653061224,0.8355663265306122,0.6090877879675662,0.692876380837573
chatcmpl-bc564154f80c70f7e02ed93ba7eb5cd9,mhostetter__galois-219,mhostetter/galois,41622,61,61,submit,True,False,1,True,1433,2625.1311475409834,61,0.9508196721311475,1.0,0.03278688524590164,9,60,0.04672366095682964,0.21266968325791855,1.0,1.0,0.6557377049180328,0.7374868852459017,0.6357667616366203,0.8553472499341539
chatcmpl-fbbccb112abc4a14d9d0360d78400943,mpdavis__python-jose-76,mpdavis/python-jose,45738,69,69,submit,True,False,0,True,2671,3020.68115942029,69,0.8695652173913043,1.0,0.028985507246376812,17,68,0.07162699650237253,0.3821656050955414,1.0,0.5,0.7246376811594203,0.697931884057971,0.7102441932824232,0.7456417381688221
chatcmpl-7ad116e190b3b4157e3d5179357d14b6,adamchainz__pip-lock-121,adamchainz/pip-lock,27899,36,36,submit,True,False,1,True,3107,4298.444444444444,36,0.8611111111111112,1.0,0.08333333333333333,9,35,0.01733185131572145,0.4246575342465753,1.0,1.0,1.0,0.5701555555555555,0.6275351172269142,0.8982768450560247
chatcmpl-52434cf5a7b8db096bcce039fb303d3d,cwacek__python-jsonschema-objects-95,cwacek/python-jsonschema-objects,41677,54,54,submit,True,False,1,True,1183,3102.1481481481483,54,0.8148148148148148,1.0,0.14814814814814814,9,53,0.01922204446142458,0.30864197530864196,1.0,1.0,0.7407407407407407,0.6897851851851852,0.6786630017317627,0.8694822260991022
chatcmpl-9f6db380e5d6aefe2ce1fbbf9f5a0857,QuantStack__py2vega-9,QuantStack/py2vega,37723,52,52,submit,True,False,0,True,5353,2996.6346153846152,52,0.8461538461538461,1.0,0.11538461538461539,11,51,0.03205519011711856,0.5753424657534246,1.0,0.5,0.7692307692307693,0.7003365384615385,0.6877850779566722,0.7526751424110517
chatcmpl-315f0b8a780f8efaec788b61e4b1c1ff,European-XFEL__EXtra-data-290,European-XFEL/EXtra-data,39691,53,53,submit,True,False,1,True,515,2957.0,53,0.9622641509433962,1.0,0.03773584905660377,10,52,0.09223396992106993,0.28488372093023256,1.0,1.0,0.7547169811320754,0.7042999999999999,0.6846371597047772,0.8750521121968928
chatcmpl-4ffd831cb21a53406b9aeb9c46886cd4,mwouts__itables-352,mwouts/itables,35601,58,58,submit,True,False,1,True,793,1636.0,58,0.9137931034482759,1.0,0.05172413793103448,9,57,0.0582265407638479,0.3431372549019608,1.0,1.0,0.6896551724137931,0.8364,0.6703637269799346,0.8804274071807522
chatcmpl-87589d3f7122e62f5d139a9d8d66577f,CS-SI__eodag-961,CS-SI/eodag,89576,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,1,True,32489,2963.08,100,0.91,1.0,0.07,5,99,0.03895271136790097,0.29927007299270075,1.0,0.0,0.4,0.703692,0.698639498731078,0.5554177498731078
chatcmpl-39c6b53bc17e7eb66c7be99dbdf08986,phanrahan__magma-917,phanrahan/magma,60018,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,18335,2093.5,100,0.82,1.0,0.12,34,99,0.09270599474564127,0.28969359331476324,1.0,0.0,0.3,0.79065,0.704991151407108,0.5490966151407108
chatcmpl-da42419e45af208c71136fe94f911f78,pypa__hatch-377,pypa/hatch,41728,48,48,submit,True,False,1,True,19895,2436.5833333333335,48,0.9583333333333334,1.0,0.041666666666666664,4,47,0.034500153904032285,0.2537313432835821,1.0,1.0,0.8333333333333333,0.7563416666666667,0.6659247857842048,0.8967103952450871
chatcmpl-7e83ae11672749daf7e7ea0209da3b38,pysmt__pysmt-243,pysmt/pysmt,34095,43,43,submit,True,False,1,True,12444,2853.4186046511627,43,0.9534883720930233,1.0,0.023255813953488372,7,42,0.07080042706830648,0.20512820512820512,1.0,1.0,0.9302325581395349,0.7146581395348837,0.6092347417265157,0.9041687067307911
chatcmpl-8ffa99e526341d14e39dc444ac679833,kinnala__scikit-fem-985,kinnala/scikit-fem,43153,60,60,submit,True,False,0,True,27297,2654.65,60,0.9333333333333333,1.0,0.03333333333333333,10,59,0.051475712429133784,0.4418604651162791,1.0,0.5,0.6666666666666666,0.7345349999999999,0.6699594734769534,0.7355095306810286
chatcmpl-a65b8698257447661a66af8632b05e47,fniessink__next-action-146,fniessink/next-action,46694,52,52,submit,True,False,1,True,1657,3044.7884615384614,52,0.9230769230769231,1.0,0.019230769230769232,18,51,0.08746976233033746,0.2803030303030303,1.0,1.0,0.7692307692307693,0.6955211538461539,0.6012608440441943,0.8683004113274965
chatcmpl-98542eaeafc01946f8dd18535163f2c9,diofant__diofant-720,diofant/diofant,43723,79,79,submit,True,False,0,True,15697,1489.3417721518988,79,0.9746835443037974,1.0,0.012658227848101266,12,78,0.043881419028030395,0.2535885167464115,1.0,0.5,0.5063291139240507,0.8510658227848101,0.6220157770031992,0.7161272739028517
chatcmpl-018f763896e9d8f8e10d0959476f1c08,nteract__papermill-629,nteract/papermill,24192,36,36,submit,True,False,1,True,833,2773.722222222222,36,0.9722222222222222,1.0,0.027777777777777776,12,35,0.09283553988823683,0.3170731707317073,1.0,1.0,1.0,0.7226277777777778,0.6949393887620223,0.9278881055428689
chatcmpl-aab44c6767149e47f540e4feee17f633,owkin__PyDESeq2-349,owkin/PyDESeq2,79588,79,79,submit,True,False,0,True,33633,2412.0,79,0.8227848101265823,1.0,0.13924050632911392,4,78,0.041580074311984384,0.4409937888198758,1.0,0.5,0.6329113924050633,0.7588,0.5854635186472904,0.7239486303457418
chatcmpl-a83a9deceae5355d398dbf8725b62ccc,minio__minio-py-739,minio/minio-py,33004,47,47,submit,True,False,1,True,362,2768.553191489362,47,0.9361702127659575,1.0,0.02127659574468085,5,46,0.042967369084397716,0.17419354838709677,1.0,1.0,0.851063829787234,0.7231446808510638,0.6658299373807868,0.8952674618231851
chatcmpl-e28b7d57d76d00a7e771d784b8d106bb,psf__black-3745,psf/black,66284,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,16098,1898.78,100,0.9,1.0,0.04,17,99,0.04468132169076986,0.17455621301775148,1.0,0.0,0.3,0.810122,0.7261101492350683,0.5541293149235068
chatcmpl-e85969e07ac1b958415cefe0b4a5479d,Unidata__MetPy-3024,Unidata/MetPy,49972,64,64,submit,True,False,0,True,1151,3319.078125,64,0.9375,1.0,0.015625,13,63,0.07467717410237218,0.35795454545454547,1.0,0.5,0.625,0.6680921875,0.6270598573067014,0.7129198138556702
chatcmpl-109dcb37efdf30f7c3aa2e75e8446014,sqlfluff__sqlfluff-2998,sqlfluff/sqlfluff,61505,99,99,submit,True,False,0,True,3567,1946.8686868686868,99,0.8282828282828283,1.0,0.06060606060606061,9,98,0.010392238248417557,0.33678756476683935,1.0,0.5,0.4040404040404041,0.8053131313131313,0.6071154329033555,0.6873165937953861
chatcmpl-686e45e05d7d97e76b5a80dd0b1b8fa9,tobymao__sqlglot-4519,tobymao/sqlglot,58863,83,83,submit,True,False,1,True,22410,2049.4578313253014,83,0.9518072289156626,1.0,0.024096385542168676,10,82,0.01105787601775374,0.35119047619047616,1.0,1.0,0.4819277108433735,0.7950542168674699,0.6303222197982914,0.8286758966786244
chatcmpl-ae4036b5615ab414c09c6aba7d881234,gcaufield__MonkeyPack-25,gcaufield/MonkeyPack,22309,37,37,submit,True,False,0,True,662,3557.2702702702704,37,0.918918918918919,1.0,0.02702702702702703,1,36,0.00702026303193308,0.3522727272727273,1.0,0.5,1.0,0.644272972972973,0.6491777266600407,0.78655871861195
chatcmpl-5802797fc2c4cd32d601dca31a1cfadc,miurahr__aqtinstall-364,miurahr/aqtinstall,45010,60,60,submit,True,False,0,True,1073,2903.9,60,0.9,1.0,0.03333333333333333,11,59,0.054352193027767254,0.3216374269005848,1.0,0.5,0.8333333333333333,0.7096100000000001,0.5796219859983279,0.7560703652664994
chatcmpl-0e41957d3d0982fdec477d443a4fa67a,joke2k__faker-1461,joke2k/faker,48332,81,81,submit,True,False,1,True,11190,2907.0123456790125,81,0.8518518518518519,1.0,0.037037037037037035,7,80,0.01714882701683456,0.5865384615384616,1.0,1.0,0.6172839506172839,0.7092987654320988,0.6469109612084093,0.8445427010591126
chatcmpl-b11045c7b7ff9f347f1ca6e37fa02a29,conan-io__conan-4615,conan-io/conan,68620,99,99,submit,True,False,0,True,19038,1967.111111111111,99,0.9090909090909091,1.0,0.0707070707070707,19,98,0.05504149036684057,0.18592964824120603,1.0,0.5,0.4040404040404041,0.8032888888888889,0.6163774455814673,0.6879391586995609
chatcmpl-a41638d92151113dab256e58f1c3d27a,zopefoundation__zope.configuration-37,zopefoundation/zope.configuration,40886,44,44,submit,True,False,1,True,10883,5005.75,44,0.9090909090909091,1.0,0.045454545454545456,13,43,0.10941962198017734,0.21428571428571427,1.0,1.0,0.9090909090909092,0.499425,0.6604384826781019,0.8727757800859921
chatcmpl-ef7529e1937b5c8611d4d5b9b277cda4,DataDog__datadogpy-555,DataDog/datadogpy,29351,41,41,submit,True,False,1,True,2902,2833.9024390243903,41,0.926829268292683,1.0,0.024390243902439025,9,40,0.09283931491522507,0.26605504587155965,1.0,1.0,1.0,0.716609756097561,0.6484749665513796,0.9223389600697721
chatcmpl-1848636184c7c319037a11aabb3e56d7,yukinarit__pyserde-208,yukinarit/pyserde,31701,59,59,submit,True,False,1,True,10962,1902.4915254237287,59,0.9152542372881356,1.0,0.03389830508474576,9,58,0.03727493830570082,0.21256038647342995,1.0,1.0,0.6779661016949152,0.8097508474576272,0.6212912579739055,0.8691849732550176
chatcmpl-d6497eb9ca364721eefc8cd1577f3ec6,elastic__rally-451,elastic/rally,47887,58,58,submit,True,False,0,True,6355,2823.6206896551726,58,0.896551724137931,1.0,0.034482758620689655,10,57,0.05800207608231056,0.2931937172774869,1.0,0.5,0.8620689655172414,0.7176379310344827,0.7213461971816333,0.777194102476784
chatcmpl-a0dddc1b552bf29fda367a5d1625a753,kpetremann__mqtt-exporter-37,kpetremann/mqtt-exporter,45785,58,58,submit,True,False,1,True,2809,2427.655172413793,58,0.8620689655172413,1.0,0.06896551724137931,8,57,0.015276554643333997,0.5042735042735043,1.0,1.0,0.6896551724137931,0.7572344827586207,0.6671206862407869,0.8682282755206305
chatcmpl-9ebaaa7e180fc5cfcf1aca180b3b33a8,poliastro__poliastro-192,poliastro/poliastro,43539,58,58,submit,True,False,1,True,1484,2609.448275862069,58,0.896551724137931,1.0,0.06896551724137931,9,57,0.08019266855194651,0.30120481927710846,1.0,1.0,0.6896551724137931,0.739055172413793,0.6418946129722026,0.862978771642048
chatcmpl-c38476f2b0aabd75b27ddffbf1e1c967,tobymao__sqlglot-1548,tobymao/sqlglot,34757,65,65,submit,True,False,0,True,831,1172.7076923076922,65,0.9692307692307692,1.0,0.0,12,64,0.02344344449400467,0.3218390804597701,1.0,0.5,0.6153846153846154,0.8827292307692308,0.6200063558276724,0.742486943275075
chatcmpl-8183d0882086b5ab7c50ca5dac017c5e,h2non__filetype.py-135,h2non/filetype.py,32386,47,47,submit,True,False,1,True,9267,2968.0425531914893,47,0.8723404255319149,1.0,0.02127659574468085,9,46,0.017039670819653328,0.4479166666666667,1.0,1.0,1.0,0.703195744680851,0.7138191835134795,0.9268612800534757
chatcmpl-367429560d337fcea06cf569a7302433,sunpy__ndcube-447,sunpy/ndcube,31771,54,54,submit,True,False,0,True,8156,2238.4074074074074,54,0.8518518518518519,1.0,0.05555555555555555,10,53,0.03809752304052153,0.35344827586206895,1.0,0.5,0.7407407407407407,0.7761592592592592,0.6513228013065361,0.7547043171676907
chatcmpl-ec27c657a92c3eaed0a325908f6809f3,dpkp__kafka-python-1769,dpkp/kafka-python,66836,82,82,submit,True,False,0,True,529,3078.048780487805,82,0.8780487804878049,1.0,0.024390243902439025,18,81,0.028312202852614897,0.3684210526315789,1.0,0.5,0.6097560975609756,0.6921951219512195,0.5818726260153427,0.7089677504064122
chatcmpl-14f61d3ce8f465b4ba14a5ec254dc82d,MatthieuDartiailh__bytecode-102,MatthieuDartiailh/bytecode,41148,59,59,submit,True,False,0,True,19139,3013.4745762711864,59,0.8983050847457628,1.0,0.05084745762711865,7,58,0.019983689080120364,0.37815126050420167,1.0,0.5,0.6779661016949152,0.6986525423728813,0.6669649726346126,0.7320875989583765
chatcmpl-3e6b2369eddcfe926482838272007639,pika__pika-1041,pika/pika,43854,75,75,submit,True,False,0,True,2613,2846.213333333333,75,0.92,1.0,0.06666666666666667,10,74,0.03298886005265476,0.3464052287581699,1.0,0.5,0.5333333333333333,0.7153786666666666,0.5802940115684522,0.6970028678235118
chatcmpl-9a7d62d13d726102d4ba3d235456de18,pydicom__pydicom-1017,pydicom/pydicom,38423,53,53,submit,True,False,0,True,2042,3257.3584905660377,53,0.9811320754716981,1.0,0.0,4,52,0.004842446709916589,0.21301775147928995,1.0,0.5,0.7547169811320754,0.6742641509433962,0.649682553436001,0.7420512742115246
chatcmpl-9f9cd269c7a39e4549f4e54e4b948a40,magmax__python-inquirer-526,magmax/python-inquirer,55719,78,78,submit,True,False,1,True,2757,3465.8846153846152,78,0.8589743589743589,1.0,0.07692307692307693,13,77,0.037120060368648254,0.25793650793650796,1.0,1.0,0.641025641025641,0.6534115384615384,0.5692586986458671,0.8331427288389457
chatcmpl-8bb2a0c318927266e0eebe75cc4da714,matthewwardrop__formulaic-43,matthewwardrop/formulaic,44257,55,55,submit,True,False,0,True,15392,3303.8,55,0.8545454545454545,1.0,0.0,9,54,0.07895040972103748,0.4276315789473684,1.0,0.5,0.7272727272727273,0.66962,0.6499674267370411,0.7358942881282495
chatcmpl-3b25daf20b3bd219ffdd9c6bc5cca9b1,python-pillow__Pillow-5872,python-pillow/Pillow,33485,38,38,submit,True,False,1,True,9533,3326.8684210526317,38,0.9473684210526315,1.0,0.02631578947368421,8,37,0.04032557881997453,0.09577464788732394,1.0,1.0,1.0,0.6673131578947369,0.6737899153289673,0.9174759652171073
chatcmpl-3f63c5bd400da2da3eceb4dfea877135,google__mobly-582,google/mobly,30682,52,52,submit,True,False,0,True,1420,1817.3461538461538,52,0.9423076923076923,1.0,0.0,6,51,0.019735032062813487,0.34285714285714286,1.0,0.5,0.7692307692307693,0.8182653846153847,0.6883632481399792,0.7704222863524594
chatcmpl-ea31be4e75776b965482a9e4673833ed,exxamalte__python-georss-qld-bushfire-alert-client-30,exxamalte/python-georss-qld-bushfire-alert-client,29920,42,42,submit,True,False,1,True,16057,1831.952380952381,42,0.9523809523809523,1.0,0.0,3,41,0.05268903849652985,0.6,1.0,1.0,0.9523809523809523,0.8168047619047619,0.7178714136153359,0.9347840461234385
chatcmpl-34ce1ea2f4275a7030f19cb7d2a4b9d0,asottile__pyupgrade-208,asottile/pyupgrade,55226,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,1,True,12332,1800.45,100,0.85,1.0,0.06,7,99,0.03596323141436863,0.4552238805970149,1.0,0.0,0.3,0.819955,0.7045746855208039,0.5534507185520804
chatcmpl-00bdaf847a9c4c38f58bbcf1640c0779,geopandas__geopandas-3240,geopandas/geopandas,42602,55,55,submit,True,False,1,True,17742,2528.3454545454547,55,0.8909090909090909,1.0,0.05454545454545454,2,54,0.037214419778655104,0.34,1.0,1.0,0.7272727272727273,0.7471654545454545,0.6810187211423301,0.8756312357505968
chatcmpl-d0d0b7661f8107bfe9a83600beddd840,hhatto__autopep8-466,hhatto/autopep8,55906,100,100,"RuntimeError: Agent reached maximum iteration. Current iteration: 100, max iteration: 100",False,True,0,True,42149,1367.86,100,0.99,1.0,0.01,10,99,0.011952977643910926,0.4766355140186916,1.0,0.0,0.4,0.863214,0.6814747894681137,0.5776295789468114
chatcmpl-5f6ff697db56f0d2a4639bc056740a05,skypilot-org__skypilot-4022,skypilot-org/skypilot,51730,72,72,submit,True,False,0,True,4409,1789.5972222222222,72,0.9583333333333334,1.0,0.027777777777777776,17,71,0.02707778752202156,0.23236514522821577,1.0,0.5,0.5555555555555556,0.8210402777777778,0.6631803871569852,0.7255851914934763
chatcmpl-425a323c2dc858f3167aabf09958b152,python-cmd2__cmd2-672,python-cmd2/cmd2,46753,73,73,submit,True,False,0,True,661,2690.5068493150684,73,0.9315068493150684,1.0,0.0410958904109589,17,72,0.08966584694028217,0.2413793103448276,1.0,0.5,0.547945205479452,0.7309493150684931,0.5804766560279521,0.7022791039589596
chatcmpl-dcac2d83bed26b1fd0de68b5c6437083,ithaka__apiron-40,ithaka/apiron,21515,42,42,submit,True,False,1,True,1571,1527.1666666666667,42,0.9285714285714286,1.0,0.023809523809523808,8,41,0.016401365741101636,0.45161290322580644,1.0,1.0,1.0,0.8472833333333334,0.7104510472235075,0.9481376047223508
chatcmpl-feec868b10ea0458fb73a697fdb51091,dask__distributed-5822,dask/distributed,54879,98,98,submit,True,False,0,True,43285,1363.1938775510205,98,0.9183673469387755,1.0,0.02040816326530612,23,97,0.049269048527991736,0.3302325581395349,1.0,0.5,0.4081632653061224,0.8636806122448979,0.5802494514164289,0.6942096900396021
